UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
2447,47399,"Madison, WI",14-03-2020,#Woodmans apparently closed around 9 tonight. A 24-hour grocery store that's know for its abundance of items closed because they didnt have enough stuff on their shelves. So crazy what's happening right now. #Madison #WI #Covid_19,Negative,apparently close tonight grocery store that s know abundance item close do not stuff shelf crazy what s happen right,2,2,2
2448,47400,"Barcelona, España",14-03-2020,"""Every crisis is an opportunity.

Let the panic over COVID-19 be a wakeup call for your personal health.

Commit today to getting enough sleep, habituating exercise, eating food that serves your health as well as https://t.co/w8R6yznXo6",Negative,crisis opportunity let panic wakeup personal health commit today get sleep habituate exercise eat food serve health,2,2,2
2449,47401,"Columbus, GA",14-03-2020,"Heres your obligatory empty shelves picture from the grocery store. Glad we dont need toilet paper or hand sanitizer. I did stock up on food, because we enjoy eating. #coronavirus https://t.co/5UGTJNXKKL",Extremely Positive,obligatory shelf picture grocery store glad don need toilet paper hand sanitizer stock food enjoy eat,0,0,0
2450,47402,,14-03-2020,"How you gone take a doo doo when u ain't stock up on food people?? Y'all got ur priorities messed up ? 

#ToiletPaperApocalypse #ToiletPaperEmergency #jokes #comedy #CoronavirusPandemic #coronavirusillinois #coronavirus #standup https://t.co/PbNMGMhqX8",Negative,go doo doo be not stock food people you all get ur priority mess,2,2,2
2451,47403,"GVRD, Canada",14-03-2020,"Fecking #coronavirus. I bought #Spam, for God's sake. Spam.

Goddamn grocery store shelves were picked clean. I won't starve, but my diet's going to be shite for the next week or so.",Neutral,fecke buy god sake spam goddamn grocery store shelf pick clean will not starve diet go shite week,0,0,0
2452,47404,"Liverpool, NY",14-03-2020,"appleinsider: An #Apple retail employee who works at a location in Santa Monica, California has tested positive for COVID-19, Apple confirmed on Friday. https://t.co/o6tKAnMvVd https://t.co/5Kw32VZoyc",Positive,appleinsider retail employee work location santa monica california test positive apple confirm friday,0,0,0
2453,47405,"San Diego, CA",14-03-2020,"Surviving Corona Virus:

Day 0: Rush to grocery store, stock up on food and WINE

Day 1: Need more wine, restock

Day 2: Wow, ate a lot of food, need to restock food and wine!

Day 3: Repeat at day 0

#StayAtHome #coronavirus #coronavirusupdates #COVID?19 #SaturdayThoughts",Extremely Positive,survive corona virus day rush grocery store stock food wine day need wine restock day wow eat lot food need restock food wine day repeat day,0,0,0
2454,47406,"Phoenix, Arizona",14-03-2020,"It wont be corona virus that takes people out.......It will be the lack of available food and necessities due to panic buying, and causing stores to run out of food and water and other items. Be smarter than that! #CoronaAlert #COVID2019 #Cancer #cancersucks #leukemiaawareness",Positive,win corona virus take people outit lack available food necessity panic buying cause store run food water item smarter,2,2,2
2455,47407,"Phoenix, AZ",14-03-2020,"@AnnCoulter This is media driven hysteria. Its causing people who work at sporting events, food trucks, etc to lose their jobs. Not to mention the damage to the stock market. Truly despicable. My family has deleted all @FoxNews shows. We are done
 #coro",Extremely Negative,medium drive hysteria cause people work sport event food truck etc lose job not mention damage stock market truly despicable family delete show,2,2,2
2456,47408,San Francisco,14-03-2020,Ocado down: Online shopping #ap'p and website break as #coronavirus fears lead to panic bu... https://t.co/7TmAssTuCG https://t.co/YYIMPmmv9w,Extremely Negative,ocado online shopping website break fear lead panic bu,2,2,2
2457,47409,"Bronx, NY",14-03-2020,We're all about to look fly AF in our houses with all this online shopping we're doing. Like Thanksgiving - but everyday. #coronavirus,Positive,look fly af house online shopping like thanksgive everyday,0,0,0
2458,47410,Tallaght ,14-03-2020,"My local corner shop topped up prices on everything. A typical 20 basket cost 33 today.
I argued the price increase.
He stated he won't survive against the main supermarkets.
I willingly paid the 33 and rounded up to 35. 
I'd be lost without him.
#shoplocal #COVID2019",Positive,local corner shop top price typical basket cost today argue price increase state will not survive main supermarket willingly pay round i d lose,0,0,0
2459,47411,"Virginia, USA",14-03-2020,"The grocery store was PACKED at 6am this morning, in west Henrico VA. #VA07
Early Saturday, is when I shop in relative peace.
Not THIS morning.
#coronavirus #COVID?19
has people in a STATE.
People are shopping like it's an apocalypse or something
#AMJoy

@CNN @MSNBC @Morning_Joe",Extremely Positive,grocery store pack morning west henrico va early saturday shop relative peace not morning people state people shop like apocalypse,0,0,0
2460,47412,The Upside Down,14-03-2020,"remember that its ok to steal and reallocate goods from anyone selling things like toilet paper for exorbitant prices in the midst of a global crisis

#CoronaVirus
#CoronaApocalypse 
#Covid_19 
#NationalEmergency",Negative,remember ok steal reallocate good sell thing like toilet paper exorbitant price midst global crisis,2,2,2
2461,47413,Tel Aviv,14-03-2020,"The local neighborhood supermarket closed down early this afternoon because they ran out of inventory.

Speculation is that Israel is preparing for a 2-week nationwide lockdown to stop the spread of #coronavirus starting from tonight.

#Covid_19 https://t.co/avOSs2VN45",Negative,local neighborhood supermarket close early afternoon run inventory speculation israel prepare nationwide lockdown stop spread start tonight,2,2,2
2462,47414,"McKinney, TX",14-03-2020,"Seeing the grocery stores after the panic buying of COVID-19, answers the reverse question, that so far if an Omni were stranded on a desert island with only vegan food, they would choose to starve.",Extremely Negative,see grocery store panic buying answer reverse question far omni strand desert island vegan food choose starve,2,2,2
2463,47415,,14-03-2020,"90 year old man came up to me in the grocery store wearing a Trump hat and gave me a hug. He told me not to worry, this chaos will all be over soon.  glad to see someone is not acting crazy. #Covid_19 szn needs to #chill",Extremely Positive,year old man come grocery store wear trump hat give hug tell not worry chaos soon glad not act crazy szn need,2,2,2
2464,47416,NYC,14-03-2020,"Dried pasta section at a grocery store near my place... don't feel good about it.
.
.
.
.
.
#nycprime #covid_19 #newyorkcity #peoplefreakingout #itsnotsupposedtobethisway #feelingwierd #??? #??? #???? @ Sunny https://t.co/1ra4Biyl3c",Extremely Positive,dry pasta section grocery store near place do not feel good sunny,0,0,0
2465,47417,"Melbourne, Victoria",14-03-2020,This world is INSANE. Woman at supermarket laments there are no frozen vegetables when there is half a shop of fresh vegies to choose from. #coronavirusaustralia #Covid_19,Extremely Negative,world insane woman supermarket lament no frozen vegetable half shop fresh vegie choose,0,0,0
2466,47418,Philadelphia,14-03-2020,"On the one hand, #panicbuying #groceries may be a tell for what stores should have in stock. On the other hand, people seem to be saying to heck with avoiding preservatives and sugars and all those unhealthy foods...

#WorldWarZ #coronavirus #panicshopping #food #COVID?19",Positive,hand tell store stock hand people say heck avoid preservative sugar unhealthy food,2,2,2
2467,47419,"Pennsylvania, USA",14-03-2020,"#ohiocoronavirus #selfisolating #coronapocalypse #coronavirus #Covid_19 #CoronaOutbreak #SaturdayThoughts #CoronaVirusUpdate #Corona #coronavirusmemes #COVID?19 #coronavirusmichigan #CoronaHysteria #COVID #COVID2019 #NationalEmergency
Last few days at the grocery store https://t.co/6Cgs4G6XKP",Neutral,day grocery store,1,1,1
2468,47420,Arizona,14-03-2020,"Apocalypse diary: 

Day 2 - they're playing Celine Dion in the grocery store. So I think everything will be okay. 
#Covid_19",Positive,apocalypse diary day they re play celine dion grocery store think okay,0,0,0
2469,47421,United States,14-03-2020,"The more the #FakeNews stirs the #coronavirus hysteria, I would anticipate that at the current pace, there will be riots in cities across the country surrounding the availability of food and other essentials. #PanicBuying

Great Job #CNN youll have your headlines!",Negative,stir hysteria anticipate current pace riot city country surround availability food essential great job ll headline,0,0,0
2470,47422,,14-03-2020,"After going to the grocery store and seeing all the beans missing, I now know why yall needing all that toilet paper. #toiletpaper #ToiletPaperPanic #toiletpapercrisis #COVID?19 #coronapocalypse #coronavirus #Covid_19",Negative,go grocery store see bean miss know you all need toilet paper,0,0,0
2471,47423,"Sheffield, England",14-03-2020,"@dunkie_c In Aldi this evening the shelves were empty no eggs, bread or milk. panic buying everywhere in main Sheffield city. But the question is will COVID 19 panic buying lead to unnecessary food waste? Can the UK food system withstand the stress and sh",Extremely Negative,aldi evening shelf no egg bread milk panic buy main sheffield city question covid panic buying lead unnecessary food waste uk food system withstand stress sh,2,2,2
2472,47424,,14-03-2020,Italy Spain and France are all proactively shutting down non essential stores restaurants Meanwhile in the US please come to my large retail store with your virus and yell at us for not having a plate in stock,Positive,italy spain france proactively shut non essential store restaurant come large retail store virus yell not have plate stock,1,1,1
2473,47425,"Long Beach, CA",14-03-2020,Hey fun fact! Posting empty grocery store shelves aint gonna help or stop Covid-19. It only scares more people and cause people to act more  ridiculous. #Covid_19 #CoronaOutbreak #coronavirus,Negative,hey fun fact post grocery store shelf ain go to help stop scare people cause people act ridiculous,2,2,2
